member_id,sr_no,state_raw,mp_name_raw,constituency_raw,allocated_amount,allocated_amount_raw,state,mp_name,mp_name_clean,has_title_prefix,name_case_consistent,name_has_double_space,constituency,amount_missing,amount_has_paise,constituency_category,constituency_base,member_key
205,205,Madhya Pradesh,Janardan Mishra,REWA,147000000.0,147000000,Madhya Pradesh,Janardan Mishra,Janardan Mishra,False,True,False,REWA,False,False,general,REWA,madhya pradesh|janardan mishra|rewa
206,206,Gujarat,JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),147000000.0,147000000,Gujarat,JASHUBHAI BHILUBHAI RATHVA,JASHUBHAI BHILUBHAI RATHVA,False,False,False,CHHOTA UDAIPUR(ST),False,False,st,CHHOTA UDAIPUR,gujarat|jashubhai bhilubhai rathva|chhota udaipur(st)
207,207,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),147000000.0,147000000,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Jaswantsinh Sumanbhai Bhabhor,False,True,False,DAHOD(ST),False,False,st,DAHOD,gujarat|jaswantsinh sumanbhai bhabhor|dahod(st)
208,208,Bihar,JITAN RAM MANJHI,GAYA (SC),147000000.0,147000000,Bihar,JITAN RAM MANJHI,JITAN RAM MANJHI,False,False,False,GAYA (SC),False,False,sc,GAYA,bihar|jitan ram manjhi|gaya (sc)
209,209,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,188747306.26,Uttar Pradesh,JITENDRA KUMAR DOHARE,JITENDRA KUMAR DOHARE,False,False,False,ETAWAH(SC),False,True,sc,ETAWAH,uttar pradesh|jitendra kumar dohare|etawah(sc)
210,210,Jammu And Kashmir,Jitendra Singh,UDHAMPUR,147000000.0,147000000,Jammu And Kashmir,Jitendra Singh,Jitendra Singh,False,True,False,UDHAMPUR,False,False,general,UDHAMPUR,jammu and kashmir|jitendra singh|udhampur
211,211,Uttar Pradesh,JITIN PRASADA,PILIBHIT,147000000.0,147000000,Uttar Pradesh,JITIN PRASADA,JITIN PRASADA,False,False,False,PILIBHIT,False,False,general,PILIBHIT,uttar pradesh|jitin prasada|pilibhit
212,212,Jharkhand,JOBA MAJHI,SINGHBHUM(ST),147000000.0,147000000,Jharkhand,JOBA MAJHI,JOBA MAJHI,False,False,False,SINGHBHUM(ST),False,False,st,SINGHBHUM,jharkhand|joba majhi|singhbhum(st)
213,213,Assam,JOYANTA BASUMATARY,KOKRAJHAR (ST),147000000.0,147000000,Assam,JOYANTA BASUMATARY,JOYANTA BASUMATARY,False,False,False,KOKRAJHAR (ST),False,False,st,KOKRAJHAR,assam|joyanta basumatary|kokrajhar (st)
214,214,West Bengal,JUNE MALIAH,MEDINIPUR,147000000.0,147000000,West Bengal,JUNE MALIAH,JUNE MALIAH,False,False,False,MEDINIPUR,False,False,general,MEDINIPUR,west bengal|june maliah|medinipur
215,215,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,GUNA,147000000.0,147000000,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,JYOTIRADITYA M. SCINDIA,False,False,False,GUNA,False,False,general,GUNA,madhya pradesh|jyotiraditya m. scindia|guna
216,216,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,155153738.11,Chhattisgarh,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,False,True,False,KORBA,False,True,general,KORBA,chhattisgarh|jyotsna charandas mahant|korba
217,217,Tamil Nadu,K E PRAKASH,ERODE,147000000.0,147000000,Tamil Nadu,K E PRAKASH,K E PRAKASH,False,False,False,ERODE,False,False,general,ERODE,tamil nadu|k e prakash|erode
218,218,Kerala,K RADHAKRISHNAN,ALATHUR(SC),147000000.0,147000000,Kerala,K RADHAKRISHNAN,K RADHAKRISHNAN,False,False,False,ALATHUR(SC),False,False,sc,ALATHUR,kerala|k radhakrishnan|alathur(sc)
219,219,Tamil Nadu,K Subbarayan,TIRUPPUR,147000000.0,147000000,Tamil Nadu,K Subbarayan,K Subbarayan,False,True,False,TIRUPPUR,False,False,general,TIRUPPUR,tamil nadu|k subbarayan|tiruppur
220,220,Kerala,K. C VENUGOPAL,ALAPPUZHA,147000000.0,147000000,Kerala,K. C VENUGOPAL,K. C VENUGOPAL,False,False,False,ALAPPUZHA,False,False,general,ALAPPUZHA,kerala|k. c venugopal|alappuzha
221,221,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,147000000.0,147000000,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,K. RAJASHEKAR BASAVARAJ HITNAL,False,False,False,KOPPAL,False,False,general,KOPPAL,karnataka|k. rajashekar basavaraj hitnal|koppal
222,222,Telangana,KADIYAM KAVYA,WARANGEL(SC),147000000.0,147000000,Telangana,KADIYAM KAVYA,KADIYAM KAVYA,False,False,False,WARANGEL(SC),False,False,sc,WARANGEL,telangana|kadiyam kavya|warangel(sc)
223,223,West Bengal,Kakoli Ghosh Dastidar,BARASAT,147000000.0,147000000,West Bengal,Kakoli Ghosh Dastidar,Kakoli Ghosh Dastidar,False,True,False,BARASAT,False,False,general,BARASAT,west bengal|kakoli ghosh dastidar|barasat
224,224,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),147000000.0,147000000,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,Kalaben Mohanbhai Delkar,False,True,False,DADRA & NAGAR HAVELI (ST),False,False,st,DADRA & NAGAR HAVELI,the dadra and nagar haveli and daman and diu|kalaben mohanbhai delkar|dadra & nagar haveli (st)
225,225,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000.0,171500000,Tamil Nadu,Kalanidhi Veeraswamy,Kalanidhi Veeraswamy,False,True,False,CHENNAI NORTH,False,False,general,CHENNAI NORTH,tamil nadu|kalanidhi veeraswamy|chennai north
226,226,Jharkhand,KALI CHARAN MUNDA,KHUNTI(ST),147000000.0,147000000,Jharkhand,KALI CHARAN MUNDA,KALI CHARAN MUNDA,False,False,False,KHUNTI(ST),False,False,st,KHUNTI,jharkhand|kali charan munda|khunti(st)
227,227,Jharkhand,KALI CHARAN SINGH,CHATRA,147000000.0,147000000,Jharkhand,KALI CHARAN SINGH,KALI CHARAN SINGH,False,False,False,CHATRA,False,False,general,CHATRA,jharkhand|kali charan singh|chatra
228,228,West Bengal,KALIPADA SAREN,JHARGRAM(ST),147000000.0,147000000,West Bengal,KALIPADA SAREN,KALIPADA SAREN,False,False,False,JHARGRAM(ST),False,False,st,JHARGRAM,west bengal|kalipada saren|jhargram(st)
229,229,West Bengal,Kalyan Banerjee,SREERAMPUR,147000000.0,147000000,West Bengal,Kalyan Banerjee,Kalyan Banerjee,False,True,False,SREERAMPUR,False,False,general,SREERAMPUR,west bengal|kalyan banerjee|sreerampur
230,230,Maharashtra,KALYAN VAIJINATHRAO KALE,JALNA,147000000.0,147000000,Maharashtra,KALYAN VAIJINATHRAO KALE,KALYAN VAIJINATHRAO KALE,False,False,False,JALNA,False,False,general,JALNA,maharashtra|kalyan vaijinathrao kale|jalna
231,231,Assam,KAMAKHYA PRASAD TASA,Kaziranga,147000000.0,147000000,Assam,KAMAKHYA PRASAD TASA,KAMAKHYA PRASAD TASA,False,False,False,Kaziranga,False,False,general,Kaziranga,assam|kamakhya prasad tasa|kaziranga
232,232,Delhi,Kamaljeet Sehrawat,WEST DELHI,147000000.0,147000000,Delhi,Kamaljeet Sehrawat,Kamaljeet Sehrawat,False,True,False,WEST DELHI,False,False,general,WEST DELHI,delhi|kamaljeet sehrawat|west delhi
233,233,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,150384382.11,Chhattisgarh,KAMLESH JANGDE,KAMLESH JANGDE,False,False,False,JANJGIR CHAMPA(SC),False,True,sc,JANJGIR CHAMPA,chhattisgarh|kamlesh jangde|janjgir champa(sc)
234,234,Uttar Pradesh,Kamlesh Paswan,BANSGAON(SC),147000000.0,147000000,Uttar Pradesh,Kamlesh Paswan,Kamlesh Paswan,False,True,False,BANSGAON(SC),False,False,sc,BANSGAON,uttar pradesh|kamlesh paswan|bansgaon(sc)
235,235,Himachal Pradesh,Kangana Ranaut,MANDI,147000000.0,147000000,Himachal Pradesh,Kangana Ranaut,Kangana Ranaut,False,True,False,MANDI,False,False,general,MANDI,himachal pradesh|kangana ranaut|mandi
236,236,Tamil Nadu,Kani K Navas,RAMANATHAPURAM,147000000.0,147000000,Tamil Nadu,Kani K Navas,Kani K Navas,False,True,False,RAMANATHAPURAM,False,False,general,RAMANATHAPURAM,tamil nadu|kani k navas|ramanathapuram
237,237,Tamil Nadu,Kanimozhi Karunanidhi,THOOTHUKKUDI,147000000.0,147000000,Tamil Nadu,Kanimozhi Karunanidhi,Kanimozhi Karunanidhi,False,True,False,THOOTHUKKUDI,False,False,general,THOOTHUKKUDI,tamil nadu|kanimozhi karunanidhi|thoothukkudi
238,238,Uttar Pradesh,KANWAR SINGH TANWAR,AMROHA,147000000.0,147000000,Uttar Pradesh,KANWAR SINGH TANWAR,KANWAR SINGH TANWAR,False,False,False,AMROHA,False,False,general,AMROHA,uttar pradesh|kanwar singh tanwar|amroha
239,239,Uttar Pradesh,KARAN BHUSHAN SINGH,KAISERGANJ,147000000.0,147000000,Uttar Pradesh,KARAN BHUSHAN SINGH,KARAN BHUSHAN SINGH,False,False,False,KAISERGANJ,False,False,general,KAISERGANJ,uttar pradesh|karan bhushan singh|kaiserganj
240,240,West Bengal,KARTICK CHANDRA PAUL,RAIGANJ,202677986.56,202677986.56,West Bengal,KARTICK CHANDRA PAUL,KARTICK CHANDRA PAUL,False,False,False,RAIGANJ,False,True,general,RAIGANJ,west bengal|kartick chandra paul|raiganj
241,241,Bihar,Kaushalendra Kumar,NALANDA,147000000.0,147000000,Bihar,Kaushalendra Kumar,Kaushalendra Kumar,False,True,False,NALANDA,False,False,general,NALANDA,bihar|kaushalendra kumar|nalanda
242,242,West Bengal,Khagen Murmu,MALDAHA UTTAR,147000000.0,147000000,West Bengal,Khagen Murmu,Khagen Murmu,False,True,False,MALDAHA UTTAR,False,False,general,MALDAHA UTTAR,west bengal|khagen murmu|maldaha uttar
243,243,West Bengal,Khalilur Rahaman,JANGIPUR,147000000.0,147000000,West Bengal,Khalilur Rahaman,Khalilur Rahaman,False,True,False,JANGIPUR,False,False,general,JANGIPUR,west bengal|khalilur rahaman|jangipur
244,244,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,171200630.11,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,Kinjarapu Ram Mohan Naidu,False,True,False,SRIKAKULAM,False,True,general,SRIKAKULAM,andhra pradesh|kinjarapu ram mohan naidu|srikakulam
245,245,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000.0,147000000,Arunachal Pradesh,Kiren Rijiju,Kiren Rijiju,False,True,False,ARUNACHAL WEST,False,False,general,ARUNACHAL WEST,arunachal pradesh|kiren rijiju|arunachal west
246,246,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000.0,147000000,Uttar Pradesh,Kirti Vardhan Singh,Kirti Vardhan Singh,False,True,False,GONDA,False,False,general,GONDA,uttar pradesh|kirti vardhan singh|gonda
247,247,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000.0,147000000,Telangana,Kishan Reddy Gangapuram,Kishan Reddy Gangapuram,False,True,False,SECUNDERABAD,False,False,general,SECUNDERABAD,telangana|kishan reddy gangapuram|secunderabad
248,248,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0,171500000,Uttar Pradesh,KISHORI LAL,KISHORI LAL,False,False,False,AMETHI,False,False,general,AMETHI,uttar pradesh|kishori lal|amethi
249,249,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,186441916.11,186441916.11,Telangana,KONDA VISHWESHWAR REDDY,KONDA VISHWESHWAR REDDY,False,False,False,CHELVELLA,False,True,general,CHELVELLA,telangana|konda vishweshwar reddy|chelvella
250,250,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000.0,147000000,Karnataka,KOTA SRINIVAS POOJARY,KOTA SRINIVAS POOJARY,False,False,False,UDUPI CHIKMAGALUR,False,False,general,UDUPI CHIKMAGALUR,karnataka|kota srinivas poojary|udupi chikmagalur
251,251,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000.0,147000000,Assam,Kripanath Mallah,Kripanath Mallah,False,True,False,KARIMGANJ (SC),False,False,sc,KARIMGANJ,assam|kripanath mallah|karimganj (sc)
252,252,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000.0,147000000,Haryana,Krishan Pal Gurjar,Krishan Pal Gurjar,False,True,False,FARIDABAD,False,False,general,FARIDABAD,haryana|krishan pal gurjar|faridabad
253,253,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000.0,147000000,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,KRISHNA DEVI SHIVSHANKER PATEL,False,False,False,BANDA,False,False,general,BANDA,uttar pradesh|krishna devi shivshanker patel|banda
254,254,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,167796849.11,Andhra Pradesh,Krishna Prasad Tenneti,Krishna Prasad Tenneti,False,True,False,BAPATLA,False,True,general,BAPATLA,andhra pradesh|krishna prasad tenneti|bapatla
255,255,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000.0,147000000,Tripura,KRITI DEVI DEBBARMAN,KRITI DEVI DEBBARMAN,False,False,False,TRIPURA EAST(ST),False,False,st,TRIPURA EAST,tripura|kriti devi debbarman|tripura east(st)
256,256,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000.0,147000000,Rajasthan,KULDEEP INDORA,KULDEEP INDORA,False,False,False,GANGANAGAR(SC),False,False,sc,GANGANAGAR,rajasthan|kuldeep indora|ganganagar(sc)
257,257,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022.0,162952022,Telangana,KUNDURU RAGHUVEER,KUNDURU RAGHUVEER,False,False,False,NALGONDA,False,False,general,NALGONDA,telangana|kunduru raghuveer|nalgonda
258,258,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0,147000000,Uttar Pradesh,LALJI VERMA,LALJI VERMA,False,False,False,AMBEDKAR NAGAR,False,False,general,AMBEDKAR NAGAR,uttar pradesh|lalji verma|ambedkar nagar
259,259,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,174009663.11,Andhra Pradesh,Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,False,True,False,NARASARAOPET,False,True,general,NARASARAOPET,andhra pradesh|lavu sri krishna devarayalu|narasaraopet
260,260,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0,147000000,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,LAXMIKANT PAPPU NISHAD,False,False,False,SANT KABIR NAGAR,False,False,general,SANT KABIR NAGAR,uttar pradesh|laxmikant pappu nishad|sant kabir nagar
261,261,Bihar,LOVELY ANAND,SHEOHAR,147000000.0,147000000,Bihar,LOVELY ANAND,LOVELY ANAND,False,False,False,SHEOHAR,False,False,general,SHEOHAR,bihar|lovely anand|sheohar
262,262,Rajasthan,LUMBARAM,JALORE,147000000.0,147000000,Rajasthan,LUMBARAM,LUMBARAM,False,False,False,JALORE,False,False,general,JALORE,rajasthan|lumbaram|jalore
263,263,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11,147065957.11,Karnataka,M. MALLESH BABU,M. MALLESH BABU,False,False,False,KOLAR(SC),False,True,sc,KOLAR,karnataka|m. mallesh babu|kolar(sc)
264,264,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000.0,147000000,Tamil Nadu,M.K. VISHNUPRASAD,M.K. VISHNUPRASAD,False,False,False,CUDDALORE,False,False,general,CUDDALORE,tamil nadu|m.k. vishnuprasad|cuddalore
265,265,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0,180399007,Andhra Pradesh,Maddila Gurumoorthy,Maddila Gurumoorthy,False,True,False,TIRUPATI(SC),False,False,sc,TIRUPATI,andhra pradesh|maddila gurumoorthy|tirupati(sc)
266,266,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000.0,147000000,Telangana,MADHAVANENI RAGHUNANDAN RAO,MADHAVANENI RAGHUNANDAN RAO,False,False,False,MEDAK,False,False,general,MEDAK,telangana|madhavaneni raghunandan rao|medak
267,267,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000.0,147000000,Andhra Pradesh,Magunta Sreenivasulu Reddy,Magunta Sreenivasulu Reddy,False,True,False,ONGOLE,False,False,general,ONGOLE,andhra pradesh|magunta sreenivasulu reddy|ongole
268,268,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000.0,147000000,Madhya Pradesh,Mahendra Singh Solanky,Mahendra Singh Solanky,False,True,False,DEWAS(SC),False,False,sc,DEWAS,madhya pradesh|mahendra singh solanky|dewas(sc)
269,269,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000.0,147000000,Chhattisgarh,MAHESH KASHYAP,MAHESH KASHYAP,False,False,False,BASTAR(ST),False,False,st,BASTAR,chhattisgarh|mahesh kashyap|bastar(st)
270,270,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,148816284.11,Uttar Pradesh,Mahesh Sharma,Mahesh Sharma,False,True,False,GAUTAM BUDDHA NAGAR,False,True,general,GAUTAM BUDDHA NAGAR,uttar pradesh|mahesh sharma|gautam buddha nagar
271,271,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0,183892143,Rajasthan,MAHIMA KUMARI MEWAR,MAHIMA KUMARI MEWAR,False,False,False,RAJSAMAND,False,False,general,RAJSAMAND,rajasthan|mahima kumari mewar|rajsamand
272,272,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000.0,147000000,Uttarakhand,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,False,True,False,TEHRI GARHWAL,False,False,general,TEHRI GARHWAL,uttarakhand|mala rajya laxmi shah|tehri garhwal
273,273,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000.0,147000000,West Bengal,Mala Roy,Mala Roy,False,True,False,KOLKATA DAKSHIN,False,False,general,KOLKATA DAKSHIN,west bengal|mala roy|kolkata dakshin
274,274,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,176686299.0,176686299,Tamil Nadu,MALAIYARASAN D,MALAIYARASAN D,False,False,False,KALLAKURICHI,False,False,general,KALLAKURICHI,tamil nadu|malaiyarasan d|kallakurichi
275,275,Odisha,MALVIKA DEVI,KALAHANDI,147000000.0,147000000,Odisha,MALVIKA DEVI,MALVIKA DEVI,False,False,False,KALAHANDI,False,False,general,KALAHANDI,odisha|malvika devi|kalahandi
276,276,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000.0,147000000,Punjab,MALVINDER SINGH KANG,MALVINDER SINGH KANG,False,False,False,ANANDPUR SAHIB,False,False,general,ANANDPUR SAHIB,punjab|malvinder singh kang|anandpur sahib
277,277,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,164515071.11,Tamil Nadu,MANI. A.,MANI. A.,False,False,False,DHARAMAPURI,False,True,general,DHARAMAPURI,tamil nadu|mani. a.|dharamapuri
278,278,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,147000000,Tamil Nadu,Manickam Tagore B,Manickam Tagore B,False,True,False,VIRUDHUNAGAR,False,False,general,VIRUDHUNAGAR,tamil nadu|manickam tagore b|virudhunagar
279,279,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,147000000,Jharkhand,MANISH JAISWAL,MANISH JAISWAL,False,False,False,HAZARIBAGH,False,False,general,HAZARIBAGH,jharkhand|manish jaiswal|hazaribagh
280,280,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,178351443.75,Chandigarh,MANISH TEWARI,MANISH TEWARI,False,False,False,CHANDIGARH,False,True,general,CHANDIGARH,chandigarh|manish tewari|chandigarh
281,281,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,167082901.11,Rajasthan,MANJU SHARMA,MANJU SHARMA,False,False,False,JAIPUR,False,True,general,JAIPUR,rajasthan|manju sharma|jaipur
282,282,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,147000000,Rajasthan,MANNA LAL RAWAT,MANNA LAL RAWAT,False,False,False,UDAIPUR(ST),False,False,st,UDAIPUR,rajasthan|manna lal rawat|udaipur(st)
283,283,Haryana,MANOHAR LAL,KARNAL,147000000.0,147000000,Haryana,MANOHAR LAL,MANOHAR LAL,False,False,False,KARNAL,False,False,general,KARNAL,haryana|manohar lal|karnal
284,284,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,147000000,Bihar,MANOJ KUMAR,MANOJ KUMAR,False,False,False,SASARAM(SC),False,False,sc,SASARAM,bihar|manoj kumar|sasaram(sc)
285,285,West Bengal,MANOJ TIGGA,ALIPURDUARS(ST),147000000.0,147000000,West Bengal,MANOJ TIGGA,MANOJ TIGGA,False,False,False,ALIPURDUARS(ST),False,False,st,ALIPURDUARS,west bengal|manoj tigga|alipurduars(st)
286,286,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0,225843858,Delhi,Manoj Tiwari,Manoj Tiwari,False,True,False,NORTH EAST DELHI,False,False,general,NORTH EAST DELHI,delhi|manoj tiwari|north east delhi
287,287,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0,147000000,Gujarat,Mansukhbhai Dhanjibhai Vasava,Mansukhbhai Dhanjibhai Vasava,False,True,False,BHARUCH,False,False,general,BHARUCH,gujarat|mansukhbhai dhanjibhai vasava|bharuch
288,288,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0,147000000,Jammu And Kashmir,MIAN ALTAF AHMAD,MIAN ALTAF AHMAD,False,False,False,ANANTNAG,False,False,general,ANANTNAG,jammu and kashmir|mian altaf ahmad|anantnag
289,289,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,178951477.11,Andhra Pradesh,Midhun Reddy,Midhun Reddy,False,True,False,RAJAMPET,False,True,general,RAJAMPET,andhra pradesh|midhun reddy|rajampet
290,290,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0,147000000,Bihar,MISHA BHARTI,MISHA BHARTI,False,False,False,PATALIPUTRA,False,False,general,PATALIPUTRA,bihar|misha bharti|pataliputra
291,291,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0,147000000,Gujarat,Mitesh Rameshbhai Bakabhai Patel,Mitesh Rameshbhai Bakabhai Patel,False,True,False,ANAND,False,False,general,ANAND,gujarat|mitesh rameshbhai bakabhai patel|anand
292,292,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,161114542,Ladakh,Mohamed Haneefa,Mohamed Haneefa,False,True,False,LADAKH,False,False,general,LADAKH,ladakh|mohamed haneefa|ladakh
293,293,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0,147000000,Uttar Pradesh,MOHIBBULLAH,MOHIBBULLAH,False,False,False,RAMPUR,False,False,general,RAMPUR,uttar pradesh|mohibbullah|rampur
294,294,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,195613601.7,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MOHITE PATIL DHAIRYASHEEL RAJSINH,False,False,False,MADHA,False,True,general,MADHA,maharashtra|mohite patil dhairyasheel rajsinh|madha
295,295,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0,147000000,Bihar,Mr Gopal Jee Thakur,Gopal Jee Thakur,True,True,False,DARBHANGA,False,False,general,DARBHANGA,bihar|gopal jee thakur|darbhanga
296,296,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,159865046,West Bengal,Ms Mahua Moitra,Mahua Moitra,True,True,False,KRISHNANAGAR,False,False,general,KRISHNANAGAR,west bengal|mahua moitra|krishnanagar
297,297,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,153942460.41,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,MUHAMMED HAMDULLAH SAYEED,False,False,False,LAKSHADWEEP(ST),False,True,st,LAKSHADWEEP,lakshadweep|muhammed hamdullah sayeed|lakshadweep(st)
298,298,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0,147000000,Uttar Pradesh,Mukesh Rajput,Mukesh Rajput,False,True,False,FARRUKHABAD,False,False,general,FARRUKHABAD,uttar pradesh|mukesh rajput|farrukhabad
299,299,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0,147000000,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,MUKESHKUMAR CHANDRAKAANT DALAL,False,False,False,SURAT,False,False,general,SURAT,gujarat|mukeshkumar chandrakaant dalal|surat
300,300,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0,147000000,Rajasthan,MURARI LAL MEENA,MURARI LAL MEENA,False,False,False,DAUSA(ST),False,False,st,DAUSA,rajasthan|murari lal meena|dausa(st)
301,301,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0,147000000,Tamil Nadu,MURASOLI S,MURASOLI S,False,False,False,THANJAVUR,False,False,general,THANJAVUR,tamil nadu|murasoli s|thanjavur
302,302,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0,147000000,Maharashtra,MURLIDHAR MOHOL,MURLIDHAR MOHOL,False,False,False,PUNE,False,False,general,PUNE,maharashtra|murlidhar mohol|pune
303,303,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,147563957.11,Odisha,NABA CHARAN MAJHI,NABA CHARAN MAJHI,False,False,False,MAYURBHANJ (ST),False,True,st,MAYURBHANJ,odisha|naba charan majhi|mayurbhanj (st)
304,304,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,147364097.11,Jharkhand,NALIN SOREN,NALIN SOREN,False,False,False,DUMKA(ST),False,True,st,DUMKA,jharkhand|nalin soren|dumka(st)
305,305,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000.0,147000000,Uttar Pradesh,NARAYAN DAS AHIRWAR,NARAYAN DAS AHIRWAR,False,False,False,JALAUN(SC),False,False,sc,JALAUN,uttar pradesh|narayan das ahirwar|jalaun(sc)
306,306,Maharashtra,NARAYAN TATU RANE,RATNAGIRI-SINDHUDURG,147000000.0,147000000,Maharashtra,NARAYAN TATU RANE,NARAYAN TATU RANE,False,False,False,RATNAGIRI-SINDHUDURG,False,False,general,RATNAGIRI-SINDHUDURG,maharashtra|narayan tatu rane|ratnagiri-sindhudurg
307,307,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000.0,147000000,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,NARESH CHANDRA UTTAM PATEL,False,False,False,FATEHPUR,False,False,general,FATEHPUR,uttar pradesh|naresh chandra uttam patel|fatehpur
308,308,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000.0,147000000,Maharashtra,NARESH GANPAT MHASKE,NARESH GANPAT MHASKE,False,False,False,THANE,False,False,general,THANE,maharashtra|naresh ganpat mhaske|thane
309,309,Haryana,NAVEEN JINDAL,KURUKSHETRA,147000000.0,147000000,Haryana,NAVEEN JINDAL,NAVEEN JINDAL,False,False,False,KURUKSHETRA,False,False,general,KURUKSHETRA,haryana|naveen jindal|kurukshetra
