member_id,sr_no,state_raw,mp_name_raw,constituency_raw,allocated_amount,allocated_amount_raw,state,mp_name,mp_name_clean,has_title_prefix,name_case_consistent,name_has_double_space,constituency,amount_missing,amount_has_paise,constituency_category,constituency_base,member_key
102,102,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000.0,147000000,Telangana,CHAMALA KIRAN KUMAR REDDY,CHAMALA KIRAN KUMAR REDDY,False,False,False,BHONGIR,False,False,general,BHONGIR,telangana|chamala kiran kumar reddy|bhongir
103,103,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,147000000.0,147000000,Uttar Pradesh,CHANDAN CHAUHAN,CHANDAN CHAUHAN,False,False,False,BIJNOR,False,False,general,BIJNOR,uttar pradesh|chandan chauhan|bijnor
104,104,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,147000000.0,147000000,Rajasthan,Chandra Prakash Joshi,Chandra Prakash Joshi,False,True,False,CHITTORGARH,False,False,general,CHITTORGARH,rajasthan|chandra prakash joshi|chittorgarh
105,105,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),147000000.0,147000000,Uttar Pradesh,CHANDRA SHEKHAR,CHANDRA SHEKHAR,False,False,False,NAGINA(SC),False,False,sc,NAGINA,uttar pradesh|chandra shekhar|nagina(sc)
106,106,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,147000000.0,147000000,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,CHANDUBHAI CHHAGANBHAI SHIHORA,False,False,False,SURENDRANAGAR,False,False,general,SURENDRANAGAR,gujarat|chandubhai chhaganbhai shihora|surendranagar
107,107,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),147000000.0,147000000,Punjab,CHARANJIT SINGH CHANNI,CHARANJIT SINGH CHANNI,False,False,False,JALANDHAR(SC),False,False,sc,JALANDHAR,punjab|charanjit singh channi|jalandhar(sc)
108,108,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,NANDED,,,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,CHAVAN VASANTRAO BALWANTRAO,False,False,False,NANDED,True,False,general,NANDED,maharashtra|chavan vasantrao balwantrao|nanded
109,109,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000.0,147000000,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,CHHATRA PAL SINGH GANGWAR,False,False,False,BAREILLY,False,False,general,BAREILLY,uttar pradesh|chhatra pal singh gangwar|bareilly
110,110,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000.0,147000000,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,CHHATRAPATI SHAHU SHAHAJI,False,False,False,KOLHAPUR,False,False,general,KOLHAPUR,maharashtra|chhatrapati shahu shahaji|kolhapur
111,111,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000.0,147000000,Uttar Pradesh,CHHOTELAL,CHHOTELAL,False,False,False,ROBERTSGANJ(SC),False,False,sc,ROBERTSGANJ,uttar pradesh|chhotelal|robertsganj(sc)
112,112,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000.0,147000000,Chhattisgarh,CHINTAMANI MAHARAJ,CHINTAMANI MAHARAJ,False,False,False,SARGUJA(ST),False,False,st,SARGUJA,chhattisgarh|chintamani maharaj|sarguja(st)
113,113,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000.0,147000000,Bihar,CHIRAG PASWAN,CHIRAG PASWAN,False,False,False,HAJIPUR(SC),False,False,sc,HAJIPUR,bihar|chirag paswan|hajipur(sc)
114,114,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,148579509.11,Tamil Nadu,CN Annadurai,CN Annadurai,False,True,False,TIRUVANNAMALAI,False,True,general,TIRUVANNAMALAI,tamil nadu|cn annadurai|tiruvannamalai
115,115,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,160196941.11,Tamil Nadu,D M Kathir Anand,D M Kathir Anand,False,True,False,VELLORE,False,True,general,VELLORE,tamil nadu|d m kathir anand|vellore
116,116,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,197598306.11,Tamil Nadu,D Ravikumar,D Ravikumar,False,True,False,VILUPPURAM(SC),False,True,sc,VILUPPURAM,tamil nadu|d ravikumar|viluppuram(sc)
117,117,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,147000000.0,147000000,Andhra Pradesh,Daggubati Purandeshwari,Daggubati Purandeshwari,False,True,False,RAJAHMUNDRY,False,False,general,RAJAHMUNDRY,andhra pradesh|daggubati purandeshwari|rajahmundry
118,118,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,147000000.0,147000000,Andhra Pradesh,DAGGUMALLA PRASADA RAO,DAGGUMALLA PRASADA RAO,False,False,False,CHITTOOR,False,False,general,CHITTOOR,andhra pradesh|daggumalla prasada rao|chittoor
119,119,Rajasthan,DAMODAR AGARWAL,BHILWARA,147000000.0,147000000,Rajasthan,DAMODAR AGARWAL,DAMODAR AGARWAL,False,False,False,BHILWARA,False,False,general,BHILWARA,rajasthan|damodar agarwal|bhilwara
120,120,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),147000000.0,147000000,Uttar Pradesh,DAROGA PRASAD SAROJ,DAROGA PRASAD SAROJ,False,False,False,LALGANJ (SC),False,False,sc,LALGANJ,uttar pradesh|daroga prasad saroj|lalganj (sc)
121,121,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,147000000.0,147000000,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,DARSHAN SINGH CHOUDHARY,False,False,False,HOSHANGABAD,False,False,general,HOSHANGABAD,madhya pradesh|darshan singh choudhary|hoshangabad
122,122,Haryana,DEEPENDER SINGH HOODA,ROHTAK,147000000.0,147000000,Haryana,DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,False,False,False,ROHTAK,False,False,general,ROHTAK,haryana|deepender singh hooda|rohtak
123,123,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,147000000.0,147000000,Uttar Pradesh,Devendra Alias Bhole Singh,Devendra Alias Bhole Singh,False,True,False,AKBARPUR,False,False,general,AKBARPUR,uttar pradesh|devendra alias bhole singh|akbarpur
124,124,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,163809205.11,163809205.11,Bihar,DEVESH CHANDRA THAKUR,DEVESH CHANDRA THAKUR,False,False,False,SITAMARHI,False,True,general,SITAMARHI,bihar|devesh chandra thakur|sitamarhi
125,125,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000.0,147000000,Uttar Pradesh,DEVESH SHAKYA,DEVESH SHAKYA,False,False,False,ETAH,False,False,general,ETAH,uttar pradesh|devesh shakya|etah
126,126,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000.0,147000000,Gujarat,Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,False,True,False,KHEDA,False,False,general,KHEDA,gujarat|devusinh jesingbhai chauhan|kheda
127,127,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000.0,147000000,Maharashtra,Dhairyasheel Sambhajirao Mane,Dhairyasheel Sambhajirao Mane,False,True,False,HATKANANGLE,False,False,general,HATKANANGLE,maharashtra|dhairyasheel sambhajirao mane|hatkanangle
128,128,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000.0,147000000,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,False,False,False,CHANDRAPUR,False,False,general,CHANDRAPUR,maharashtra|dhanorkar pratibha suresh alias balubhau|chandrapur
129,129,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000.0,147000000,Odisha,DHARMENDRA PRADHAN,DHARMENDRA PRADHAN,False,False,False,SAMBALPUR,False,False,general,SAMBALPUR,odisha|dharmendra pradhan|sambalpur
130,130,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,147000000.0,147000000,Uttar Pradesh,DHARMENDRA YADAV,DHARMENDRA YADAV,False,False,False,AZAMGARH,False,False,general,AZAMGARH,uttar pradesh|dharmendra yadav|azamgarh
131,131,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),147000000.0,147000000,Gujarat,DHAVAL LAXMANBHAI PATEL,DHAVAL LAXMANBHAI PATEL,False,False,False,VALSAD(ST),False,False,st,VALSAD,gujarat|dhaval laxmanbhai patel|valsad(st)
132,132,Bihar,Dileshwar Kamait,SUPAUL,150450930.89,150450930.89,Bihar,Dileshwar Kamait,Dileshwar Kamait,False,True,False,SUPAUL,False,True,general,SUPAUL,bihar|dileshwar kamait|supaul
133,133,Assam,Dilip Saikia,Darrang-Udalguri,147000000.0,147000000,Assam,Dilip Saikia,Dilip Saikia,False,True,False,Darrang-Udalguri,False,False,general,Darrang-Udalguri,assam|dilip saikia|darrang-udalguri
134,134,Bihar,Dinesh Chandra Yadav,MADHEPURA,150070866.11,150070866.11,Bihar,Dinesh Chandra Yadav,Dinesh Chandra Yadav,False,True,False,MADHEPURA,False,True,general,MADHEPURA,bihar|dinesh chandra yadav|madhepura
135,135,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,160434965.11,Gujarat,DINESHBHAI MAKWANA,DINESHBHAI MAKWANA,False,False,False,AHMEDABAD WEST(SC),False,True,sc,AHMEDABAD WEST,gujarat|dineshbhai makwana|ahmedabad west(sc)
136,136,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11,150675889.11,Andhra Pradesh,DR BYREDDY SHABARI,BYREDDY SHABARI,True,False,False,NANDYAL,False,True,general,NANDYAL,andhra pradesh|byreddy shabari|nandyal
137,137,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000.0,147000000,Karnataka,DR C N MANJUNATH,C N MANJUNATH,True,False,False,BANGALORE RURAL,False,False,general,BANGALORE RURAL,karnataka|c n manjunath|bangalore rural
138,138,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,159774113.11,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,Chandra Sekhar Pemmasani,True,True,False,GUNTUR,False,True,general,GUNTUR,andhra pradesh|chandra sekhar pemmasani|guntur
139,139,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000.0,147000000,Punjab,DR DHARAMVIRA GANDHI,DHARAMVIRA GANDHI,True,False,False,PATIALA,False,False,general,PATIALA,punjab|dharamvira gandhi|patiala
140,140,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000.0,147000000,West Bengal,Dr Jayanta Kumar Roy,Jayanta Kumar Roy,True,True,False,JALPAIGURI(SC),False,False,sc,JALPAIGURI,west bengal|jayanta kumar roy|jalpaiguri(sc)
141,141,Maharashtra,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),147000000.0,147000000,Maharashtra,DR KALGE SHIVAJI BANDAPPA,KALGE SHIVAJI BANDAPPA,True,False,False,LATUR(SC),False,False,sc,LATUR,maharashtra|kalge shivaji bandappa|latur(sc)
142,142,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,148669229.11,Bihar,Dr Mohammad Jawed,Mohammad Jawed,True,True,False,KISHANGANJ,False,True,general,KISHANGANJ,bihar|mohammad jawed|kishanganj
143,143,Uttar Pradesh,DR RAJKUMAR SANGWAN,BAGHPAT,147000000.0,147000000,Uttar Pradesh,DR RAJKUMAR SANGWAN,RAJKUMAR SANGWAN,True,False,False,BAGHPAT,False,False,general,BAGHPAT,uttar pradesh|rajkumar sangwan|baghpat
144,144,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,153060922.82,Tamil Nadu,DR RANI SRI KUMAR,RANI SRI KUMAR,True,False,False,TENKASI(SC),False,True,sc,TENKASI,tamil nadu|rani sri kumar|tenkasi(sc)
145,145,Kerala,Dr Shashi Tharoor,THIRUVANANTHAPURAM,147000000.0,147000000,Kerala,Dr Shashi Tharoor,Shashi Tharoor,True,True,False,THIRUVANANTHAPURAM,False,False,general,THIRUVANANTHAPURAM,kerala|shashi tharoor|thiruvananthapuram
146,146,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,157085364.9,West Bengal,Dr Sukanta Majumdar,Sukanta Majumdar,True,True,False,BALURGHAT,False,True,general,BALURGHAT,west bengal|sukanta majumdar|balurghat
147,147,Gujarat,DR. HEMANG JOSHI,VADODARA,147000000.0,147000000,Gujarat,DR. HEMANG JOSHI,HEMANG JOSHI,True,False,False,VADODARA,False,False,general,VADODARA,gujarat|hemang joshi|vadodara
148,148,Maharashtra,DR. HEMANT VISHNU SAVARA,PALGHAR(ST),147000000.0,147000000,Maharashtra,DR. HEMANT VISHNU SAVARA,HEMANT VISHNU SAVARA,True,False,False,PALGHAR(ST),False,False,st,PALGHAR,maharashtra|hemant vishnu savara|palghar(st)
149,149,Maharashtra,DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),147000000.0,147000000,Maharashtra,DR. KIRSAN NAMDEO,KIRSAN NAMDEO,True,False,False,GADCHIROLI-CHIMUR(ST),False,False,st,GADCHIROLI-CHIMUR,maharashtra|kirsan namdeo|gadchiroli-chimur(st)
150,150,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,147000000.0,147000000,Madhya Pradesh,DR. LATA WANKHEDE,LATA WANKHEDE,True,False,False,SAGAR,False,False,general,SAGAR,madhya pradesh|lata wankhede|sagar
151,151,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,170434031.11,Kerala,DR. M.P ABDUSSAMAD SAMADANI,M.P ABDUSSAMAD SAMADANI,True,False,False,PONNANI,False,True,general,PONNANI,kerala|m.p abdussamad samadani|ponnani
152,152,Gujarat,DR. MANSUKH MANDAVIYA,PORBANDAR,147000000.0,147000000,Gujarat,DR. MANSUKH MANDAVIYA,MANSUKH MANDAVIYA,True,False,False,PORBANDAR,False,False,general,PORBANDAR,gujarat|mansukh mandaviya|porbandar
153,153,Karnataka,DR. PRABHA MALLIKARJUN,DAVANAGERE,147000000.0,147000000,Karnataka,DR. PRABHA MALLIKARJUN,PRABHA MALLIKARJUN,True,False,False,DAVANAGERE,False,False,general,DAVANAGERE,karnataka|prabha mallikarjun|davanagere
154,154,Odisha,DR. PRADEEP KUMAR PANIGRAHY,BERHAMPUR,147000000.0,147000000,Odisha,DR. PRADEEP KUMAR PANIGRAHY,PRADEEP KUMAR PANIGRAHY,True,False,False,BERHAMPUR,False,False,general,BERHAMPUR,odisha|pradeep kumar panigrahy|berhampur
155,155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,159680283.39,Maharashtra,DR. PRASHANT YADAORAO PADOLE,PRASHANT YADAORAO PADOLE,True,False,False,BHANDARA-GONDIYA,False,True,general,BHANDARA-GONDIYA,maharashtra|prashant yadaorao padole|bhandara-gondiya
156,156,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0,147000000,Punjab,DR. RAJ KUMAR CHABBEWAL,RAJ KUMAR CHABBEWAL,True,False,False,HOSHIARPUR(SC),False,False,sc,HOSHIARPUR,punjab|raj kumar chabbewal|hoshiarpur(sc)
157,157,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,262724510.35,Madhya Pradesh,DR. RAJESH MISHRA,RAJESH MISHRA,True,False,False,SIDHI,False,True,general,SIDHI,madhya pradesh|rajesh mishra|sidhi
158,158,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0,147000000,Uttar Pradesh,DR. S P SINGH,S P SINGH,True,False,False,PRATAPGARH,False,False,general,PRATAPGARH,uttar pradesh|s p singh|pratapgarh
159,159,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0,147000000,West Bengal,DR. SHARMILA SARKAR,SHARMILA SARKAR,True,False,False,BARDHAMAN PURBA(SC),False,False,sc,BARDHAMAN PURBA,west bengal|sharmila sarkar|bardhaman purba(sc)
160,160,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0,147000000,Karnataka,DR.K.SUDHAKAR,DR.K.SUDHAKAR,False,False,False,CHIKBALLAPUR,False,False,general,CHIKBALLAPUR,karnataka|dr.k.sudhakar|chikballapur
161,161,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0,147000000,Telangana,DR.MALLU RAVI,DR.MALLU RAVI,False,False,False,NAGARKURNOOL(SC),False,False,sc,NAGARKURNOOL,telangana|dr.mallu ravi|nagarkurnool(sc)
162,162,Jharkhand,DULU MAHATO,DHANBAD,147000000.0,147000000,Jharkhand,DULU MAHATO,DULU MAHATO,False,False,False,DHANBAD,False,False,general,DHANBAD,jharkhand|dulu mahato|dhanbad
163,163,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0,147000000,Tamil Nadu,DURAI VAIKO,DURAI VAIKO,False,False,False,TIRUCHIRAPPALLI,False,False,general,TIRUCHIRAPPALLI,tamil nadu|durai vaiko|tiruchirappalli
164,164,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,151569502.91,Madhya Pradesh,Durga Das Uikey,Durga Das Uikey,False,True,False,BETUL(ST),False,True,st,BETUL,madhya pradesh|durga das uikey|betul(st)
165,165,Rajasthan,Dushyant Singh,JHALAWAR-BARAN,147000000.0,147000000,Rajasthan,Dushyant Singh,Dushyant Singh,False,True,False,JHALAWAR-BARAN,False,False,general,JHALAWAR-BARAN,rajasthan|dushyant singh|jhalawar-baran
166,166,Karnataka,E. TUKARAM,BELLARY(ST),147000000.0,147000000,Karnataka,E. TUKARAM,E. TUKARAM,False,False,False,BELLARY(ST),False,False,st,BELLARY,karnataka|e. tukaram|bellary(st)
167,167,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,163895872.11,Kerala,E.T. MOHAMMED BASHEER,E.T. MOHAMMED BASHEER,False,False,False,MALAPPURAM,False,True,general,MALAPPURAM,kerala|e.t. mohammed basheer|malappuram
168,168,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,327477390.86,Telangana,EATALA RAJENDER,EATALA RAJENDER,False,False,False,MALKAJGIRI,False,True,general,MALKAJGIRI,telangana|eatala rajender|malkajgiri
169,169,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,162315106.11,Tamil Nadu,ESWARASAMY K,ESWARASAMY K,False,False,False,POLLACHI,False,True,general,POLLACHI,tamil nadu|eswarasamy k|pollachi
170,170,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,151861648.41,Madhya Pradesh,Faggan Singh Kulaste,Faggan Singh Kulaste,False,True,False,MANDLA(ST),False,True,st,MANDLA,madhya pradesh|faggan singh kulaste|mandla(st)
171,171,Karnataka,G. KUMAR NAIK,RAICHUR(ST),147000000.0,147000000,Karnataka,G. KUMAR NAIK,G. KUMAR NAIK,False,False,False,RAICHUR(ST),False,False,st,RAICHUR,karnataka|g. kumar naik|raichur(st)
172,172,Maharashtra,GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,147000000.0,147000000,Maharashtra,GAIKWAD VARSHA EKNATH,GAIKWAD VARSHA EKNATH,False,False,False,MUMBAI NORTH-CENTRAL,False,False,general,MUMBAI NORTH-CENTRAL,maharashtra|gaikwad varsha eknath|mumbai north-central
173,173,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),147000000.0,147000000,Madhya Pradesh,Gajendra Singh Patel,Gajendra Singh Patel,False,True,False,KHARGONE(ST),False,False,st,KHARGONE,madhya pradesh|gajendra singh patel|khargone(st)
174,174,Rajasthan,Gajendra Singh Shekhawat,JODHPUR,147000000.0,147000000,Rajasthan,Gajendra Singh Shekhawat,Gajendra Singh Shekhawat,False,True,False,JODHPUR,False,False,general,JODHPUR,rajasthan|gajendra singh shekhawat|jodhpur
175,175,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,147370490.11,Tamil Nadu,GANAPATHY RAJKUMAR P,GANAPATHY RAJKUMAR P,False,False,False,COIMBATORE,False,True,general,COIMBATORE,tamil nadu|ganapathy rajkumar p|coimbatore
176,176,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,186508749.11,Tamil Nadu,Ganesan Selvam,Ganesan Selvam,False,True,False,KANCHEEPURAM(SC),False,True,sc,KANCHEEPURAM,tamil nadu|ganesan selvam|kancheepuram(sc)
177,177,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0,147000000,Madhya Pradesh,Ganesh Singh,Ganesh Singh,False,True,False,SATNA,False,False,general,SATNA,madhya pradesh|ganesh singh|satna
178,178,Assam,GAURAV GOGOI,JORHAT,147000000.0,147000000,Assam,GAURAV GOGOI,GAURAV GOGOI,False,False,False,JORHAT,False,False,general,JORHAT,assam|gaurav gogoi|jorhat
179,179,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0,147000000,Gujarat,GENIBEN NAGAJI THAKOR,GENIBEN NAGAJI THAKOR,False,False,False,BANASKANTHA,False,False,general,BANASKANTHA,gujarat|geniben nagaji thakor|banaskantha
180,180,Bihar,Giridhari Yadav,BANKA,147000000.0,147000000,Bihar,Giridhari Yadav,Giridhari Yadav,False,True,False,BANKA,False,False,general,BANKA,bihar|giridhari yadav|banka
181,181,Bihar,Giriraj Singh,BEGUSARAI,147000000.0,147000000,Bihar,Giriraj Singh,Giriraj Singh,False,True,False,BEGUSARAI,False,False,general,BEGUSARAI,bihar|giriraj singh|begusarai
182,182,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0,147000000,Andhra Pradesh,GM Harish Balayogi,GM Harish Balayogi,False,True,False,AMALAPURAM(SC),False,False,sc,AMALAPURAM,andhra pradesh|gm harish balayogi|amalapuram(sc)
183,183,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0,147000000,Telangana,GODAM NAGESH,GODAM NAGESH,False,False,False,ADILABAD(ST),False,False,st,ADILABAD,telangana|godam nagesh|adilabad(st)
184,184,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0,147000000,Tamil Nadu,GOPINATH K,GOPINATH K,False,False,False,KRISHNAGIRI,False,False,general,KRISHNAGIRI,tamil nadu|gopinath k|krishnagiri
185,185,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0,147000000,Karnataka,GOVIND MAKTHAPPA KARJOL,GOVIND MAKTHAPPA KARJOL,False,False,False,CHITRADURGA(SC),False,False,sc,CHITRADURGA,karnataka|govind makthappa karjol|chitradurga(sc)
186,186,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,149458905.11,Andhra Pradesh,Gumma Thanuja Rani,Gumma Thanuja Rani,False,True,False,ARAKU(ST),False,True,st,ARAKU,andhra pradesh|gumma thanuja rani|araku(st)
187,187,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0,147000000,Punjab,GURMEET SINGH MEET HAYER,GURMEET SINGH MEET HAYER,False,False,False,SANGRUR,False,False,general,SANGRUR,punjab|gurmeet singh meet hayer|sangrur
188,188,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,155690684.77,Madhya Pradesh,Gyaneshwar Patil,Gyaneshwar Patil,False,True,False,KHANDWA,False,True,general,KHANDWA,madhya pradesh|gyaneshwar patil|khandwa
189,189,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,147000000,Karnataka,H.D. KUMARASWAMY,H.D. KUMARASWAMY,False,False,False,MANDYA,False,False,general,MANDYA,karnataka|h.d. kumaraswamy|mandya
190,190,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,147000000,Uttar Pradesh,HARENDRA SINGH MALIK,HARENDRA SINGH MALIK,False,False,False,MUZAFFARNAGAR,False,False,general,MUZAFFARNAGAR,uttar pradesh|harendra singh malik|muzaffarnagar
191,191,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,147000000,Gujarat,HARIBHAI PATEL,HARIBHAI PATEL,False,False,False,MAHESANA,False,False,general,MAHESANA,gujarat|haribhai patel|mahesana
192,192,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,147000000,Rajasthan,HARISH CHANDRA MEENA,HARISH CHANDRA MEENA,False,False,False,TONK-SAWAI MADHOPUR,False,False,general,TONK-SAWAI MADHOPUR,rajasthan|harish chandra meena|tonk-sawai madhopur
193,193,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,147134131,Delhi,Harsh Malhotra,Harsh Malhotra,False,True,False,EAST DELHI,False,False,general,EAST DELHI,delhi|harsh malhotra|east delhi
194,194,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,147000000,Gujarat,Hasmukh Bhai Soma Bhai Patel,Hasmukh Bhai Soma Bhai Patel,False,True,False,AHMEDABAD EAST,False,False,general,AHMEDABAD EAST,gujarat|hasmukh bhai soma bhai patel|ahmedabad east
195,195,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,147000000,Uttar Pradesh,IMRAN MASOOD,IMRAN MASOOD,False,False,False,SAHARANPUR,False,False,general,SAHARANPUR,uttar pradesh|imran masood|saharanpur
196,196,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,152003923.11,Sikkim,Indra Hang Subba,Indra Hang Subba,False,True,False,SIKKIM,False,True,general,SIKKIM,sikkim|indra hang subba|sikkim
197,197,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,147000000,Uttar Pradesh,IQRA CHOUDHARY,IQRA CHOUDHARY,False,False,False,KAIRANA,False,False,general,KAIRANA,uttar pradesh|iqra choudhary|kairana
198,198,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,147000000,West Bengal,ISHA KHAN CHOUDHURY,ISHA KHAN CHOUDHURY,False,False,False,MALDAHA DAKSHIN,False,False,general,MALDAHA DAKSHIN,west bengal|isha khan choudhury|maldaha dakshin
199,199,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,168604641.11,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,JAGADISH CHANDRA BARMA BASUNIA,False,False,False,COOCHBEHAR(SC),False,True,sc,COOCHBEHAR,west bengal|jagadish chandra barma basunia|coochbehar(sc)
200,200,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000.0,147000000,Karnataka,JAGADISH SHETTAR,JAGADISH SHETTAR,False,False,False,BELGAUM,False,False,general,BELGAUM,karnataka|jagadish shettar|belgaum
201,201,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000.0,147000000,West Bengal,Jagannath Sarkar,Jagannath Sarkar,False,True,False,RANAGHAT(SC),False,False,sc,RANAGHAT,west bengal|jagannath sarkar|ranaghat(sc)
202,202,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,160643957.11,Uttar Pradesh,Jagdambika Pal,Jagdambika Pal,False,True,False,DOMARIYAGANJ,False,True,general,DOMARIYAGANJ,uttar pradesh|jagdambika pal|domariyaganj
203,203,Haryana,JAI PARKASH,HISAR,147000000.0,147000000,Haryana,JAI PARKASH,JAI PARKASH,False,False,False,HISAR,False,False,general,HISAR,haryana|jai parkash|hisar
204,204,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000.0,147000000,Uttar Pradesh,Jai Prakash,Jai Prakash,False,True,False,HARDOI (SC),False,False,sc,HARDOI,uttar pradesh|jai prakash|hardoi (sc)
